vote_id,city,region,candidate,party,event_time
13007,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:46:27Z
13008,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:57:24Z
13009,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:09:49Z
13010,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:52:51Z
13011,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:16:35Z
13012,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:13:10Z
13013,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:30:21Z
13014,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:44:02Z
13015,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:49:54Z
13016,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:10:39Z
13017,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:47:20Z
13018,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:03:49Z
13019,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:38:44Z
13020,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:47:41Z
13021,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:48:00Z
13022,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:18:24Z
13023,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:21:37Z
13024,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:04:22Z
13025,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:48:59Z
13026,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:26:56Z
13027,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:33:19Z
13028,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:27:19Z
13029,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:52:17Z
13030,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:49:49Z
13031,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:30:23Z
13032,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:00:48Z
13033,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:26:59Z
13034,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:13:27Z
13035,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:27:47Z
13036,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:43:01Z
13037,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:14:59Z
13038,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:45:48Z
13039,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:09:35Z
13040,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:57:56Z
13041,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:58:54Z
13042,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:53:30Z
13043,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:55:09Z
13044,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:35:30Z
13045,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:29:06Z
13046,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:13:41Z
13047,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:00:17Z
13048,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:07:42Z
13049,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:04:35Z
13050,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:09:26Z
13051,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:54:11Z
13052,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:56:21Z
13053,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:10:20Z
13054,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:01:50Z
13055,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:56:05Z
13056,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:57:24Z
13057,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:03:20Z
13058,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:49:09Z
13059,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:46:08Z
13060,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:35:21Z
13061,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:19:56Z
13062,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:34:21Z
13063,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:18:19Z
13064,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:08:38Z
13065,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:26:28Z
13066,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:55:46Z
13067,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:17:16Z
13068,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:52:47Z
13069,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:59:22Z
13070,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:37:04Z
13071,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:13:53Z
13072,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:13:58Z
13073,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:51:23Z
13074,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:14:30Z
13075,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:28:52Z
13076,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:57:57Z
13077,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:30:48Z
13078,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:46:07Z
13079,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:39:20Z
13080,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:26:00Z
13081,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:01:33Z
13082,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:53:55Z
13083,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:34:46Z
13084,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:11:21Z
13085,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:47:11Z
13086,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:36:52Z
13087,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:41:19Z
13088,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:27:40Z
13089,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:34:02Z
13090,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:49:24Z
13091,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:50:31Z
13092,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:43:33Z
13093,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:05:51Z
13094,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:47:36Z
13095,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:14:07Z
13096,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:26:01Z
13097,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:00:35Z
13098,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:58:09Z
13099,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:22:54Z
13100,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:43:41Z
13101,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:46:13Z
13102,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:17:17Z
13103,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:41:24Z
13104,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:19:31Z
13105,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:29:41Z
13106,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:59:50Z
13107,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:40:55Z
13108,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:09:05Z
13109,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:01:38Z
13110,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:38:23Z
13111,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:25:17Z
13112,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:28:37Z
13113,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:19:06Z
13114,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:38:47Z
13115,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:48:49Z
13116,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:56:55Z
13117,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:03:32Z
13118,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:07:45Z
13119,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:59:11Z
13120,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:12:49Z
13121,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:09:56Z
13122,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:17:51Z
13123,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:42:26Z
13124,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:25:13Z
13125,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:52:07Z
13126,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:59:11Z
13127,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:06:23Z
13128,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:38:29Z
13129,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:14:41Z
13130,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:25:32Z
13131,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:03:24Z
13132,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:56:18Z
13133,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:44:35Z
13134,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:59:42Z
13135,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:00:03Z
13136,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:05:17Z
13137,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:07:23Z
13138,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:22:39Z
13139,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:19:55Z
13140,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:26:43Z
13141,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:07:29Z
13142,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:32:26Z
13143,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:23:33Z
13144,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:53:43Z
13145,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:36:13Z
13146,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:48:50Z
13147,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:47:10Z
13148,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:48:21Z
13149,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:43:50Z
13150,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:04:05Z
13151,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:36:55Z
13152,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:59:55Z
13153,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:03:19Z
13154,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:14:47Z
13155,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:35:45Z
13156,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:50:05Z
13157,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:34:47Z
13158,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:39:23Z
13159,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:43:37Z
13160,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:51:42Z
13161,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:49:42Z
13162,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:50:11Z
13163,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:02:26Z
13164,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:19:30Z
13165,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:17:25Z
13166,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:43:33Z
13167,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:04:39Z
13168,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:04:10Z
13169,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:19:14Z
13170,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:04:11Z
13171,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:18:33Z
13172,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:16:31Z
13173,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:04:21Z
13174,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:23:47Z
13175,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:27:41Z
13176,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:26:16Z
13177,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:34:44Z
13178,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:23:12Z
13179,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:05:10Z
13180,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:46:54Z
13181,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:14:34Z
13182,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:56:54Z
13183,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:22:32Z
13184,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:13:02Z
13185,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:35:39Z
13186,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:43:18Z
13187,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:44:40Z
13188,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:07:02Z
13189,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:18:44Z
13190,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:35:09Z
13191,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:44:04Z
13192,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:14:49Z
13193,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:32:35Z
13194,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:21:10Z
13195,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:31:16Z
13196,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:21:49Z
13197,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:24:02Z
13198,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:34:31Z
13199,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:03:24Z
13200,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:13:27Z
13201,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:02:52Z
13202,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:42:37Z
13203,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:43:38Z
13204,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:00:49Z
13205,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:07:02Z
13206,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:27:31Z
13207,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:35:14Z
13208,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:21:41Z
13209,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:26:02Z
13210,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:19:14Z
13211,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:30:32Z
13212,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:07:30Z
13213,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:33:14Z
13214,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:57:23Z
13215,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:55:40Z
13216,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:30:46Z
13217,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:37:28Z
13218,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:17:54Z
13219,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:02:27Z
13220,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:06:13Z
13221,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:41:31Z
13222,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:02:32Z
13223,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:10:33Z
13224,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:31:34Z
13225,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:53:57Z
13226,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:44:51Z
13227,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:07:00Z
13228,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:27:38Z
13229,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:41:23Z
13230,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:35:59Z
13231,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:47:22Z
13232,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:38:08Z
13233,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:44:05Z
13234,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:48:00Z
13235,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:13:56Z
13236,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:33:01Z
13237,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:47:54Z
13238,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:07:01Z
13239,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:29:45Z
13240,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:06:22Z
13241,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:07:17Z
13242,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:24:58Z
13243,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:35:13Z
13244,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:26:34Z
13245,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:28:57Z
13246,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:54:32Z
13247,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:35:19Z
13248,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:28:50Z
13249,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:07:42Z
13250,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:05:48Z
13251,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:38:49Z
13252,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:38:59Z
13253,Arequipa,Arequipa,Carlos Ruiz,Green,2026-05-29T08:32:05Z
13254,Arequipa,Arequipa,Ana Torres,Blue,2026-05-29T08:56:25Z
