vote_id,city,region,candidate,party,event_time
22126,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:38:11Z
22127,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:09:44Z
22128,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:08:19Z
22129,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:01:06Z
22130,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:42:19Z
22131,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:53:11Z
22132,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:13:40Z
22133,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:24:41Z
22134,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:43:34Z
22135,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:51:41Z
22136,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:10:08Z
22137,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:21:15Z
22138,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:45:49Z
22139,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:12:59Z
22140,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:41:22Z
22141,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:10:25Z
22142,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:11:20Z
22143,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:41:27Z
22144,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:43:33Z
22145,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:25:12Z
22146,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:02:14Z
22147,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:05:56Z
22148,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:48:53Z
22149,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:45:59Z
22150,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:45:32Z
22151,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:20:51Z
22152,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:38:45Z
22153,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:26:54Z
22154,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:09:05Z
22155,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:38:01Z
22156,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:17:46Z
22157,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:01:44Z
22158,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:31:27Z
22159,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:54:58Z
22160,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:29:31Z
22161,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:46:12Z
22162,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:44:07Z
22163,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:45:34Z
22164,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:40:23Z
22165,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:55:17Z
22166,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:22:25Z
22167,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:13:31Z
22168,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:41:11Z
22169,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:03:42Z
22170,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:37:15Z
22171,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:31:56Z
22172,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:36:45Z
22173,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:14:30Z
22174,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:45:00Z
22175,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:44:48Z
22176,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:20:04Z
22177,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:51:18Z
22178,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:34:03Z
22179,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:27:30Z
22180,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:31:15Z
22181,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:46:54Z
22182,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:42:34Z
22183,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:01:38Z
22184,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:03:26Z
22185,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:29:55Z
22186,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:34:31Z
22187,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:10:38Z
22188,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:21:12Z
22189,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:20:42Z
22190,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:27:15Z
22191,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:29:25Z
22192,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:26:46Z
22193,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:25:45Z
22194,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:41:28Z
22195,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:21:04Z
22196,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:46:57Z
22197,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:38:21Z
22198,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:15:09Z
22199,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:29:27Z
22200,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:46:42Z
22201,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:55:57Z
22202,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:00:19Z
22203,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:46:25Z
22204,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:38:34Z
22205,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:43:15Z
22206,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:21:06Z
22207,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:14:21Z
22208,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:35:21Z
22209,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:27:53Z
22210,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:34:30Z
22211,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:10:50Z
22212,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:59:59Z
22213,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:46:34Z
22214,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:50:44Z
22215,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:24:18Z
22216,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:49:45Z
22217,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:01:07Z
22218,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:36:08Z
22219,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:22:19Z
22220,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:22:53Z
22221,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:39:32Z
22222,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:12:20Z
22223,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:22:48Z
22224,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:53:44Z
22225,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:43:13Z
22226,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:29:09Z
22227,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:11:16Z
22228,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:38:58Z
22229,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:32:32Z
22230,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:54:07Z
22231,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:12:35Z
22232,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:25:44Z
22233,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:25:57Z
22234,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:38:36Z
22235,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:51:15Z
22236,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:58:02Z
22237,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:09:59Z
22238,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:14:23Z
22239,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:55:06Z
22240,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:53:06Z
22241,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:09:44Z
22242,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:22:21Z
22243,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:30:34Z
22244,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:50:08Z
22245,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:55:36Z
22246,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:10:50Z
22247,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:33:18Z
22248,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:16:43Z
22249,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:43:08Z
22250,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:20:45Z
22251,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:49:00Z
22252,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:56:31Z
22253,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:28:11Z
22254,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:36:53Z
22255,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:55:58Z
22256,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:48:59Z
22257,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:41:21Z
22258,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:48:34Z
22259,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:11:18Z
22260,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:32:19Z
22261,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:03:44Z
22262,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:49:40Z
22263,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:46:33Z
22264,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:18:27Z
22265,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:31:54Z
22266,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:12:04Z
22267,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:13:08Z
22268,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:53:18Z
22269,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:45:52Z
22270,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:46:25Z
22271,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:16:26Z
22272,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:17:17Z
22273,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:43:33Z
22274,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:17:09Z
22275,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:59:44Z
22276,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:59:55Z
22277,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:29:23Z
22278,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:28:24Z
22279,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:27:09Z
22280,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:07:11Z
22281,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:03:08Z
22282,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:24:07Z
22283,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:06:50Z
22284,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:20:21Z
22285,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:40:55Z
22286,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:49:45Z
22287,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:50:45Z
22288,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:26:22Z
22289,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:05:56Z
22290,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:37:19Z
22291,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:03:17Z
22292,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:25:50Z
22293,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:59:23Z
22294,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:35:02Z
22295,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:27:01Z
22296,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:11:31Z
22297,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:34:16Z
22298,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:55:33Z
22299,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:37:28Z
22300,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:26:21Z
22301,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:51:43Z
22302,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:50:26Z
22303,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:50:56Z
22304,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:35:29Z
22305,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:47:28Z
22306,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:35:37Z
22307,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:32:08Z
22308,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:42:03Z
22309,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:11:33Z
22310,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:18:33Z
22311,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:17:06Z
22312,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:41:14Z
22313,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:17:23Z
22314,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:01:17Z
22315,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:51:28Z
22316,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:16:46Z
22317,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:46:26Z
22318,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:54:21Z
22319,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:51:49Z
22320,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:44:22Z
22321,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:46:08Z
22322,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:42:30Z
22323,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:24:35Z
22324,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:05:41Z
22325,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:35:30Z
22326,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:29:09Z
22327,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:42:26Z
22328,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:48:17Z
22329,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:22:07Z
22330,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:28:28Z
22331,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:54:36Z
22332,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:05:55Z
22333,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:15:40Z
22334,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:45:32Z
22335,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:20:27Z
22336,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:18:38Z
22337,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:03:12Z
22338,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:58:01Z
22339,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:38:19Z
22340,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:36:52Z
22341,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:15:33Z
22342,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:47:28Z
22343,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:44:46Z
22344,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:16:03Z
22345,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:59:18Z
22346,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:06:55Z
22347,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:37:10Z
22348,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:16:54Z
22349,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:37:10Z
22350,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:01:53Z
22351,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:08:16Z
22352,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:26:58Z
22353,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:39:32Z
22354,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:50:35Z
22355,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:13:00Z
22356,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:18:17Z
22357,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:32:00Z
22358,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:28:43Z
22359,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:39:58Z
22360,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:04:39Z
22361,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:54:55Z
22362,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:09:13Z
22363,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:44:03Z
22364,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:56:50Z
22365,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:53:55Z
22366,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:13:53Z
22367,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:33:43Z
22368,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:33:42Z
22369,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:41:07Z
22370,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:53:35Z
22371,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:16:54Z
22372,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:43:07Z
22373,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:41:38Z
22374,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:37:37Z
22375,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:55:05Z
22376,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:00:09Z
22377,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:06:12Z
22378,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:52:58Z
22379,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:45:58Z
22380,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:59:50Z
22381,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:10:46Z
22382,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:10:55Z
22383,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:54:35Z
22384,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:01:53Z
22385,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:05:14Z
22386,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:26:19Z
22387,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:14:40Z
22388,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:06:32Z
22389,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:34:12Z
22390,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:52:10Z
22391,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:25:03Z
22392,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:12:18Z
22393,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:02:07Z
22394,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:00:24Z
22395,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:42:48Z
22396,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:10:27Z
22397,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:16:24Z
22398,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:39:35Z
22399,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:06:47Z
22400,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:24:50Z
22401,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:10:22Z
22402,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:14:45Z
22403,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:04:59Z
22404,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:13:18Z
22405,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:16:32Z
22406,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:55:32Z
22407,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:56:23Z
22408,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:26:57Z
22409,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:43:29Z
22410,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:51:52Z
22411,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:46:48Z
22412,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:14:48Z
22413,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:46:20Z
22414,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:04:32Z
22415,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:19:52Z
22416,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:52:25Z
22417,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:00:19Z
22418,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:40:31Z
22419,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:37:46Z
22420,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:12:06Z
22421,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:05:25Z
22422,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:11:27Z
22423,Cusco,Cusco,Carlos Ruiz,Green,2026-05-29T08:33:06Z
22424,Cusco,Cusco,Ana Torres,Blue,2026-05-29T08:03:06Z
